,REF_DATE,GEO,Dairy distribution,VECTOR,VALUE,TERMINATED
4366,1980-11,Nova Scotia,Industrial purposes,v382182,3854,0
4367,1980-11,Nova Scotia,Delivered as cream,v382183,318,1
4368,1980-11,New Brunswick,"Milk sold off farms, total",v382187,8306,0
4369,1980-11,New Brunswick,Fluid purposes,v382188,5521,0
4370,1980-11,New Brunswick,Industrial purposes,v382189,2343,0
4371,1980-11,New Brunswick,Delivered as cream,v382190,442,1
4372,1980-11,Quebec,"Milk sold off farms, total",v382194,186330,0
4373,1980-11,Quebec,Fluid purposes,v382195,52260,0
4374,1980-11,Quebec,Industrial purposes,v382196,134004,0
4375,1980-11,Quebec,Delivered as cream,v382197,66,1
4376,1980-11,Ontario,"Milk sold off farms, total",v382201,176167,0
4377,1980-11,Ontario,Fluid purposes,v382202,82555,0
4378,1980-11,Ontario,Industrial purposes,v382203,88067,0
4379,1980-11,Ontario,Delivered as cream,v382204,5545,1
4380,1980-11,Manitoba,"Milk sold off farms, total",v382208,20997,0
4381,1980-11,Manitoba,Fluid purposes,v382209,8566,0
4382,1980-11,Manitoba,Industrial purposes,v382210,10632,0
4383,1980-11,Manitoba,Delivered as cream,v382211,1799,1
4384,1980-11,Saskatchewan,"Milk sold off farms, total",v382215,14082,0
4385,1980-11,Saskatchewan,Fluid purposes,v382216,7784,0
4386,1980-11,Saskatchewan,Industrial purposes,v382217,4454,0
4387,1980-11,Saskatchewan,Delivered as cream,v382218,1844,1
4388,1980-11,Alberta,"Milk sold off farms, total",v382222,38517,0
4389,1980-11,Alberta,Fluid purposes,v382223,20640,0
4390,1980-11,Alberta,Industrial purposes,v382224,14892,0
4391,1980-11,Alberta,Delivered as cream,v382225,2985,1
4392,1980-11,British Columbia,"Milk sold off farms, total",v382162,35467,0
4393,1980-11,British Columbia,Fluid purposes,v382163,24524,0
4394,1980-11,British Columbia,Industrial purposes,v382164,10876,0
4395,1980-11,British Columbia,Delivered as cream,v382165,67,1
4396,1980-12,Canada,"Milk sold off farms, total",v382155,530155,0
4397,1980-12,Canada,Fluid purposes,v382156,222635,0
4398,1980-12,Canada,Industrial purposes,v382157,293572,0
4399,1980-12,Canada,Delivered as cream,v382158,13948,1
4400,1980-12,Newfoundland and Labrador,"Milk sold off farms, total",v382166,691,0
4401,1980-12,Newfoundland and Labrador,Fluid purposes,v382167,691,0
4404,1980-12,Prince Edward Island,"Milk sold off farms, total",v382173,5866,0
4405,1980-12,Prince Edward Island,Fluid purposes,v382174,1390,0
4406,1980-12,Prince Edward Island,Industrial purposes,v382175,4062,0
4407,1980-12,Prince Edward Island,Delivered as cream,v382176,414,1
4408,1980-12,Nova Scotia,"Milk sold off farms, total",v382180,13884,0
4409,1980-12,Nova Scotia,Fluid purposes,v382181,9131,0
4410,1980-12,Nova Scotia,Industrial purposes,v382182,4405,0
4411,1980-12,Nova Scotia,Delivered as cream,v382183,348,1
4412,1980-12,New Brunswick,"Milk sold off farms, total",v382187,8852,0
4413,1980-12,New Brunswick,Fluid purposes,v382188,6062,0
4414,1980-12,New Brunswick,Industrial purposes,v382189,2427,0
4415,1980-12,New Brunswick,Delivered as cream,v382190,363,1
4416,1980-12,Quebec,"Milk sold off farms, total",v382194,197966,0
4417,1980-12,Quebec,Fluid purposes,v382195,54279,0
4418,1980-12,Quebec,Industrial purposes,v382196,143648,0
4419,1980-12,Quebec,Delivered as cream,v382197,39,1
4420,1980-12,Ontario,"Milk sold off farms, total",v382201,188249,0
4421,1980-12,Ontario,Fluid purposes,v382202,84269,0
4422,1980-12,Ontario,Industrial purposes,v382203,97788,0
4423,1980-12,Ontario,Delivered as cream,v382204,6192,1
4424,1980-12,Manitoba,"Milk sold off farms, total",v382208,22120,0
4425,1980-12,Manitoba,Fluid purposes,v382209,9449,0
4426,1980-12,Manitoba,Industrial purposes,v382210,10807,0
4427,1980-12,Manitoba,Delivered as cream,v382211,1864,1
4428,1980-12,Saskatchewan,"Milk sold off farms, total",v382215,14726,0
4429,1980-12,Saskatchewan,Fluid purposes,v382216,8451,0
4430,1980-12,Saskatchewan,Industrial purposes,v382217,4486,0
4431,1980-12,Saskatchewan,Delivered as cream,v382218,1789,1
4432,1980-12,Alberta,"Milk sold off farms, total",v382222,40284,0
4433,1980-12,Alberta,Fluid purposes,v382223,22256,0
4434,1980-12,Alberta,Industrial purposes,v382224,15164,0
4435,1980-12,Alberta,Delivered as cream,v382225,2864,1
4436,1980-12,British Columbia,"Milk sold off farms, total",v382162,37517,0
4437,1980-12,British Columbia,Fluid purposes,v382163,26657,0
4438,1980-12,British Columbia,Industrial purposes,v382164,10785,0
4439,1980-12,British Columbia,Delivered as cream,v382165,75,1
4440,1981-01,Canada,"Milk sold off farms, total",v382155,520469,0
4441,1981-01,Canada,Fluid purposes,v382156,225842,0
4442,1981-01,Canada,Industrial purposes,v382157,282060,0
4443,1981-01,Canada,Delivered as cream,v382158,12567,1
4444,1981-01,Newfoundland and Labrador,"Milk sold off farms, total",v382166,703,0
4445,1981-01,Newfoundland and Labrador,Fluid purposes,v382167,703,0
4448,1981-01,Prince Edward Island,"Milk sold off farms, total",v382173,5701,0
4449,1981-01,Prince Edward Island,Fluid purposes,v382174,1348,0
4450,1981-01,Prince Edward Island,Industrial purposes,v382175,4113,0
4451,1981-01,Prince Edward Island,Delivered as cream,v382176,240,1
4452,1981-01,Nova Scotia,"Milk sold off farms, total",v382180,14148,0
4453,1981-01,Nova Scotia,Fluid purposes,v382181,9382,0
4454,1981-01,Nova Scotia,Industrial purposes,v382182,4467,0
4455,1981-01,Nova Scotia,Delivered as cream,v382183,299,1
4456,1981-01,New Brunswick,"Milk sold off farms, total",v382187,8962,0
4457,1981-01,New Brunswick,Fluid purposes,v382188,5941,0
4458,1981-01,New Brunswick,Industrial purposes,v382189,2784,0
4459,1981-01,New Brunswick,Delivered as cream,v382190,237,1
4460,1981-01,Quebec,"Milk sold off farms, total",v382194,182685,0
4461,1981-01,Quebec,Fluid purposes,v382195,53445,0
4462,1981-01,Quebec,Industrial purposes,v382196,129228,0
4463,1981-01,Quebec,Delivered as cream,v382197,12,1
4464,1981-01,Ontario,"Milk sold off farms, total",v382201,189442,0
4465,1981-01,Ontario,Fluid purposes,v382202,88587,0
4466,1981-01,Ontario,Industrial purposes,v382203,95370,0
4467,1981-01,Ontario,Delivered as cream,v382204,5485,1
4468,1981-01,Manitoba,"Milk sold off farms, total",v382208,22557,0
4469,1981-01,Manitoba,Fluid purposes,v382209,9238,0
4470,1981-01,Manitoba,Industrial purposes,v382210,11588,0
4471,1981-01,Manitoba,Delivered as cream,v382211,1731,1
4472,1981-01,Saskatchewan,"Milk sold off farms, total",v382215,15268,0
4473,1981-01,Saskatchewan,Fluid purposes,v382216,8574,0
4474,1981-01,Saskatchewan,Industrial purposes,v382217,4916,0
4475,1981-01,Saskatchewan,Delivered as cream,v382218,1778,1
4476,1981-01,Alberta,"Milk sold off farms, total",v382222,41863,0
4477,1981-01,Alberta,Fluid purposes,v382223,22547,0
4478,1981-01,Alberta,Industrial purposes,v382224,16604,0
4479,1981-01,Alberta,Delivered as cream,v382225,2712,1
4480,1981-01,British Columbia,"Milk sold off farms, total",v382162,39140,0
4481,1981-01,British Columbia,Fluid purposes,v382163,26077,0
4482,1981-01,British Columbia,Industrial purposes,v382164,12990,0
4483,1981-01,British Columbia,Delivered as cream,v382165,73,1
4484,1981-02,Canada,"Milk sold off farms, total",v382155,485099,0
4485,1981-02,Canada,Fluid purposes,v382156,203784,0
4486,1981-02,Canada,Industrial purposes,v382157,269171,0
4487,1981-02,Canada,Delivered as cream,v382158,12144,1
4488,1981-02,Newfoundland and Labrador,"Milk sold off farms, total",v382166,622,0
4489,1981-02,Newfoundland and Labrador,Fluid purposes,v382167,622,0
4492,1981-02,Prince Edward Island,"Milk sold off farms, total",v382173,5351,0
4493,1981-02,Prince Edward Island,Fluid purposes,v382174,1195,0
4494,1981-02,Prince Edward Island,Industrial purposes,v382175,3959,0
4495,1981-02,Prince Edward Island,Delivered as cream,v382176,197,1
4496,1981-02,Nova Scotia,"Milk sold off farms, total",v382180,13007,0
4497,1981-02,Nova Scotia,Fluid purposes,v382181,8368,0
4498,1981-02,Nova Scotia,Industrial purposes,v382182,4366,0
4499,1981-02,Nova Scotia,Delivered as cream,v382183,273,1
4500,1981-02,New Brunswick,"Milk sold off farms, total",v382187,8431,0
4501,1981-02,New Brunswick,Fluid purposes,v382188,5359,0
4502,1981-02,New Brunswick,Industrial purposes,v382189,2845,0
4503,1981-02,New Brunswick,Delivered as cream,v382190,227,1
4504,1981-02,Quebec,"Milk sold off farms, total",v382194,169766,0
4505,1981-02,Quebec,Fluid purposes,v382195,50486,0
4506,1981-02,Quebec,Industrial purposes,v382196,119273,0
4507,1981-02,Quebec,Delivered as cream,v382197,7,1
4508,1981-02,Ontario,"Milk sold off farms, total",v382201,176423,0
4509,1981-02,Ontario,Fluid purposes,v382202,77080,0
4510,1981-02,Ontario,Industrial purposes,v382203,94152,0
4511,1981-02,Ontario,Delivered as cream,v382204,5191,1
4512,1981-02,Manitoba,"Milk sold off farms, total",v382208,21513,0
4513,1981-02,Manitoba,Fluid purposes,v382209,8424,0
4514,1981-02,Manitoba,Industrial purposes,v382210,11266,0
4515,1981-02,Manitoba,Delivered as cream,v382211,1823,1
4516,1981-02,Saskatchewan,"Milk sold off farms, total",v382215,14857,0
4517,1981-02,Saskatchewan,Fluid purposes,v382216,7669,0
4518,1981-02,Saskatchewan,Industrial purposes,v382217,5398,0
4519,1981-02,Saskatchewan,Delivered as cream,v382218,1790,1
4520,1981-02,Alberta,"Milk sold off farms, total",v382222,39263,0
4521,1981-02,Alberta,Fluid purposes,v382223,20494,0
4522,1981-02,Alberta,Industrial purposes,v382224,16199,0
4523,1981-02,Alberta,Delivered as cream,v382225,2570,1
4524,1981-02,British Columbia,"Milk sold off farms, total",v382162,35866,0
4525,1981-02,British Columbia,Fluid purposes,v382163,24087,0
4526,1981-02,British Columbia,Industrial purposes,v382164,11713,0
4527,1981-02,British Columbia,Delivered as cream,v382165,66,1
4528,1981-03,Canada,"Milk sold off farms, total",v382155,579874,0
4529,1981-03,Canada,Fluid purposes,v382156,221985,0
4530,1981-03,Canada,Industrial purposes,v382157,342538,0
4531,1981-03,Canada,Delivered as cream,v382158,15351,1
4532,1981-03,Newfoundland and Labrador,"Milk sold off farms, total",v382166,723,0
4533,1981-03,Newfoundland and Labrador,Fluid purposes,v382167,723,0
4536,1981-03,Prince Edward Island,"Milk sold off farms, total",v382173,6488,0
4537,1981-03,Prince Edward Island,Fluid purposes,v382174,1321,0
4538,1981-03,Prince Edward Island,Industrial purposes,v382175,4916,0
4539,1981-03,Prince Edward Island,Delivered as cream,v382176,251,1
4540,1981-03,Nova Scotia,"Milk sold off farms, total",v382180,14508,0
4541,1981-03,Nova Scotia,Fluid purposes,v382181,9302,0
4542,1981-03,Nova Scotia,Industrial purposes,v382182,4889,0
4543,1981-03,Nova Scotia,Delivered as cream,v382183,317,1
4544,1981-03,New Brunswick,"Milk sold off farms, total",v382187,9683,0
4545,1981-03,New Brunswick,Fluid purposes,v382188,6020,0
4546,1981-03,New Brunswick,Industrial purposes,v382189,3331,0
4547,1981-03,New Brunswick,Delivered as cream,v382190,332,1
4548,1981-03,Quebec,"Milk sold off farms, total",v382194,213513,0
4549,1981-03,Quebec,Fluid purposes,v382195,54078,0
4550,1981-03,Quebec,Industrial purposes,v382196,159425,0
4551,1981-03,Quebec,Delivered as cream,v382197,10,1
4552,1981-03,Ontario,"Milk sold off farms, total",v382201,205516,0
4553,1981-03,Ontario,Fluid purposes,v382202,84165,0
4554,1981-03,Ontario,Industrial purposes,v382203,115070,0
4555,1981-03,Ontario,Delivered as cream,v382204,6281,1
4556,1981-03,Manitoba,"Milk sold off farms, total",v382208,25237,0
4557,1981-03,Manitoba,Fluid purposes,v382209,9132,0
4558,1981-03,Manitoba,Industrial purposes,v382210,13682,0
4559,1981-03,Manitoba,Delivered as cream,v382211,2423,1
4560,1981-03,Saskatchewan,"Milk sold off farms, total",v382215,17885,0
4561,1981-03,Saskatchewan,Fluid purposes,v382216,8467,0
4562,1981-03,Saskatchewan,Industrial purposes,v382217,7046,0
4563,1981-03,Saskatchewan,Delivered as cream,v382218,2372,1
4564,1981-03,Alberta,"Milk sold off farms, total",v382222,45541,0
4565,1981-03,Alberta,Fluid purposes,v382223,22359,0
4566,1981-03,Alberta,Industrial purposes,v382224,19897,0
4567,1981-03,Alberta,Delivered as cream,v382225,3285,1
4568,1981-03,British Columbia,"Milk sold off farms, total",v382162,40780,0
4569,1981-03,British Columbia,Fluid purposes,v382163,26418,0
4570,1981-03,British Columbia,Industrial purposes,v382164,14282,0
4571,1981-03,British Columbia,Delivered as cream,v382165,80,1
4572,1981-04,Canada,"Milk sold off farms, total",v382155,633059,0
4573,1981-04,Canada,Fluid purposes,v382156,217352,0
4574,1981-04,Canada,Industrial purposes,v382157,397320,0
4575,1981-04,Canada,Delivered as cream,v382158,18387,1
4576,1981-04,Newfoundland and Labrador,"Milk sold off farms, total",v382166,774,0
4577,1981-04,Newfoundland and Labrador,Fluid purposes,v382167,774,0
4580,1981-04,Prince Edward Island,"Milk sold off farms, total",v382173,7583,0
4581,1981-04,Prince Edward Island,Fluid purposes,v382174,1162,0
4582,1981-04,Prince Edward Island,Industrial purposes,v382175,6015,0
4583,1981-04,Prince Edward Island,Delivered as cream,v382176,406,1
4584,1981-04,Nova Scotia,"Milk sold off farms, total",v382180,14556,0
4585,1981-04,Nova Scotia,Fluid purposes,v382181,8990,0
4586,1981-04,Nova Scotia,Industrial purposes,v382182,5134,0
4587,1981-04,Nova Scotia,Delivered as cream,v382183,432,1
4588,1981-04,New Brunswick,"Milk sold off farms, total",v382187,10179,0
4589,1981-04,New Brunswick,Fluid purposes,v382188,5815,0
4590,1981-04,New Brunswick,Industrial purposes,v382189,3807,0
4591,1981-04,New Brunswick,Delivered as cream,v382190,557,1
4592,1981-04,Quebec,"Milk sold off farms, total",v382194,252631,0
4593,1981-04,Quebec,Fluid purposes,v382195,52791,0
4594,1981-04,Quebec,Industrial purposes,v382196,199816,0
4595,1981-04,Quebec,Delivered as cream,v382197,24,1
4596,1981-04,Ontario,"Milk sold off farms, total",v382201,216755,0
4597,1981-04,Ontario,Fluid purposes,v382202,82941,0
4598,1981-04,Ontario,Industrial purposes,v382203,126329,0
4599,1981-04,Ontario,Delivered as cream,v382204,7485,1
4600,1981-04,Manitoba,"Milk sold off farms, total",v382208,25205,0
4601,1981-04,Manitoba,Fluid purposes,v382209,9112,0
4602,1981-04,Manitoba,Industrial purposes,v382210,13285,0
4603,1981-04,Manitoba,Delivered as cream,v382211,2808,1
4604,1981-04,Saskatchewan,"Milk sold off farms, total",v382215,18540,0
4605,1981-04,Saskatchewan,Fluid purposes,v382216,8148,0
4606,1981-04,Saskatchewan,Industrial purposes,v382217,7560,0
4607,1981-04,Saskatchewan,Delivered as cream,v382218,2832,1
4608,1981-04,Alberta,"Milk sold off farms, total",v382222,46395,0
4609,1981-04,Alberta,Fluid purposes,v382223,21504,0
4610,1981-04,Alberta,Industrial purposes,v382224,21103,0
4611,1981-04,Alberta,Delivered as cream,v382225,3788,1
4612,1981-04,British Columbia,"Milk sold off farms, total",v382162,40441,0
4613,1981-04,British Columbia,Fluid purposes,v382163,26115,0
4614,1981-04,British Columbia,Industrial purposes,v382164,14271,0
4615,1981-04,British Columbia,Delivered as cream,v382165,55,1
4616,1981-05,Canada,"Milk sold off farms, total",v382155,699907,0
4617,1981-05,Canada,Fluid purposes,v382156,214498,0
4618,1981-05,Canada,Industrial purposes,v382157,463709,0
4619,1981-05,Canada,Delivered as cream,v382158,21700,1
4620,1981-05,Newfoundland and Labrador,"Milk sold off farms, total",v382166,857,0
4621,1981-05,Newfoundland and Labrador,Fluid purposes,v382167,857,0
4624,1981-05,Prince Edward Island,"Milk sold off farms, total",v382173,9531,0
4625,1981-05,Prince Edward Island,Fluid purposes,v382174,1110,0
4626,1981-05,Prince Edward Island,Industrial purposes,v382175,7731,0
4627,1981-05,Prince Edward Island,Delivered as cream,v382176,690,1
4628,1981-05,Nova Scotia,"Milk sold off farms, total",v382180,15404,0
4629,1981-05,Nova Scotia,Fluid purposes,v382181,8805,0
4630,1981-05,Nova Scotia,Industrial purposes,v382182,6131,0
4631,1981-05,Nova Scotia,Delivered as cream,v382183,468,1
4632,1981-05,New Brunswick,"Milk sold off farms, total",v382187,11241,0
4633,1981-05,New Brunswick,Fluid purposes,v382188,5721,0
4634,1981-05,New Brunswick,Industrial purposes,v382189,4709,0
4635,1981-05,New Brunswick,Delivered as cream,v382190,811,1
4636,1981-05,Quebec,"Milk sold off farms, total",v382194,290621,0
4637,1981-05,Quebec,Fluid purposes,v382195,52067,0
4638,1981-05,Quebec,Industrial purposes,v382196,238494,0
4639,1981-05,Quebec,Delivered as cream,v382197,60,1
4640,1981-05,Ontario,"Milk sold off farms, total",v382201,235436,0
4641,1981-05,Ontario,Fluid purposes,v382202,81657,0
4642,1981-05,Ontario,Industrial purposes,v382203,145293,0
4643,1981-05,Ontario,Delivered as cream,v382204,8486,1
4644,1981-05,Manitoba,"Milk sold off farms, total",v382208,26874,0
4645,1981-05,Manitoba,Fluid purposes,v382209,8879,0
4646,1981-05,Manitoba,Industrial purposes,v382210,14770,0
4647,1981-05,Manitoba,Delivered as cream,v382211,3225,1
4648,1981-05,Saskatchewan,"Milk sold off farms, total",v382215,20099,0
4649,1981-05,Saskatchewan,Fluid purposes,v382216,8180,0
4650,1981-05,Saskatchewan,Industrial purposes,v382217,8581,0
4651,1981-05,Saskatchewan,Delivered as cream,v382218,3338,1
4652,1981-05,Alberta,"Milk sold off farms, total",v382222,46983,0
4653,1981-05,Alberta,Fluid purposes,v382223,21382,0
4654,1981-05,Alberta,Industrial purposes,v382224,21091,0
4655,1981-05,Alberta,Delivered as cream,v382225,4510,1
4656,1981-05,British Columbia,"Milk sold off farms, total",v382162,42861,0
4657,1981-05,British Columbia,Fluid purposes,v382163,25840,0
4658,1981-05,British Columbia,Industrial purposes,v382164,16909,0
4659,1981-05,British Columbia,Delivered as cream,v382165,112,1
4660,1981-06,Canada,"Milk sold off farms, total",v382155,738397,0
4661,1981-06,Canada,Fluid purposes,v382156,209583,0
4662,1981-06,Canada,Industrial purposes,v382157,501011,0
4663,1981-06,Canada,Delivered as cream,v382158,27803,1
4664,1981-06,Newfoundland and Labrador,"Milk sold off farms, total",v382166,963,0
4665,1981-06,Newfoundland and Labrador,Fluid purposes,v382167,963,0
4668,1981-06,Prince Edward Island,"Milk sold off farms, total",v382173,11700,0
4669,1981-06,Prince Edward Island,Fluid purposes,v382174,1103,0
